label,score,sentence,file
negative,0.9701396226882935,"Following the initial outbreak of the virus, the Company experienced disruptions to its manufacturing, supply chain and logistical services provided by outsourcing partners, resulting in temporary iPhone supply shortages that affected sales worldwide.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9661721587181091,The COVID-19 pandemic has significantly curtailed global economic activity and caused significant volatility and disruption in global financial markets.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9308420419692993,The Company’s financial condition and operating results could be adversely impacted by unfavorable results of legal proceedings or government investigations.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9261096715927124,"Political uncertainty surrounding international trade disputes could also have a negative effect on consumer confidence and spending, which could adversely affect the Company’s business.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9260379076004028,"Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business, present risks not originally contemplated and adversely affect the Company’s reputation, financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9235486388206482,"Such measures have included restrictions on travel and business operations, temporary closures of businesses, and quarantines and shelter-in-place orders.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9197037816047668,"During the course of the pandemic, the Company’s retail stores, as well as channel partner points of sale, have been temporarily closed at various times.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9183063507080078,"If developers reduce their use of the Company’s platforms, including in- app purchases, then the volume of sales, and the commission that the Company earns on those sales, would decrease.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9065836668014526,"Changing the Company’s operations in accordance with new or changed trade restrictions may be expensive, time-consuming, disruptive to the Company’s operations and distracting to management.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9006186723709106,"International trade disputes can result in tariffs, sanctions, and other measures that restrict international trade and can adversely affect the Company’s business.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.9005880951881409,"Adverse macroeconomic conditions, including inflation, slower growth or recession, new or increased tariffs and other barriers to trade, changes to fiscal and monetary policy, tighter credit, higher interest rates, high unemployment and currency fluctuations could materially adversely affect demand for the Company’s products and services.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.87724369764328,"In addition, if enacted, legislative and other proposals to further regulate technology companies could result in changes to the Company’s business, including requiring the Company to modify its product and service offerings, limiting the Company’s ability to invest in strategic acquisitions, or affecting the Company’s business relationships with other technology companies, and could have a materially adverse impact on the Company’s financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.8758879899978638,"The failure of any significant investment could adversely affect the Company’s reputation, financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.8733084797859192,"Further, such an outcome could result in significant compensatory, punitive or trebled monetary damages, disgorgement of revenue or profits, remedial corporate measures or injunctive relief against the Company, and could require the Company to change its business practices or limit the Company’s ability to offer certain products and services, all of which could materially adversely affect its financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.8486976027488708,"Further, the Company’s business partners are or may become subject to litigation that, if resolved against them, could affect the Company’s relationships with these business partners and have a materially adverse impact on the Company’s financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.8039799928665161,"If the rate of the commission that the Company retains on such sales is reduced, or if it is otherwise narrowed in scope or eliminated, the Company’s financial condition and operating results could be materially adversely affected.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.7644972205162048,"For example, the Company is subject to antitrust investigations in various jurisdictions around the world, which can result in legal proceedings and claims against the Company that could, individually or in the aggregate, have a materially adverse impact on the Company’s financial condition and operating results.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.579513430595398,Tariffs may increase the cost of the Company’s products and the components and raw materials that go into making them.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.5425562858581543,"In many cases, where stores and points of sale have reopened they are subject to operating restrictions to protect public health and the health and safety of employees and customers.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.5089755058288574,Trade restrictions may be announced with little or no advance notice and the Company may not be able to effectively mitigate all adverse impacts from such measures.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.5021349787712097,"The Company’s effective tax rates could be affected by changes in the mix of earnings in countries with differing statutory tax rates, changes in the valuation of deferred tax assets and liabilities, the introduction of new taxes, or changes in tax laws or their interpretation, including in the U.S. and Ireland.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
negative,0.501060426235199,"In addition, such operations and facilities are subject to the risk of interruption by fire, power shortages, nuclear power plant accidents and other industrial accidents, terrorist attacks and other hostile acts, labor disputes, public health issues, including pandemics such as the COVID-19 pandemic, and other events beyond the Company’s control.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
positive,0.5141863226890564,"COVID-19 has spread rapidly throughout the world, prompting governments and businesses to take unprecedented measures in response.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
positive,0.5292664170265198,The Company is continuing to monitor the situation and take appropriate actions in accordance with the recommendations and requirements of relevant authorities.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.8296790719032288,"The full extent of the impact of the COVID-19 pandemic on the Company’s operational and financial performance is currently uncertain and will depend on many factors outside the Company’s control, including, without limitation, the timing, extent, trajectory and duration of the pandemic, the development and availability of effective treatments and vaccines, the imposition of and compliance with protective public safety measures, and the impact of the pandemic on the global economy and demand for consumer products.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.5453968048095703,"Additional future impacts on the Company may include, but are not limited to, material adverse effects on: demand for the Company’s products and services; the Company’s supply chain and sales and distribution channels; the Company’s ability to execute its strategic plans; and the Company’s profitability and cost structure.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.8052945733070374,"In contrast, many of the Company’s competitors seek to compete primarily through aggressive pricing and very low cost structures, and by emulating the Company’s products and infringing on its intellectual property.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.8683902621269226,Effective intellectual property protection may not be consistently available in every country in which the Company operates.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.9400680661201477,The Company sells and delivers third-party applications for its products through the App Store.,risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.9488116502761841,"The Company only retains a commission from sales of applications through its platforms and in situations where a developer offers purchases for digital features, services, or goods within an application.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.910611629486084,"There can be no assurance that the Company’s business will not be materially adversely affected, individually or in the aggregate, by the outcomes of such investigations, litigation or changes to laws and regulations in the future.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.488890141248703,"These measures can require the Company to take various actions, including change suppliers, restructure business relationships, and stop offering third-party applications on its platforms.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.6310442090034485,"The Company’s gross margins are subject to volatility and downward pressure due to a variety of factors, including: continued industry-wide global product pricing pressures and product pricing actions that the Company may take in response to such pressures; increased competition; the Company’s ability to effectively stimulate demand for certain of its products and services; compressed product life cycles; potential increases in the cost of components, outside manufacturing services, and developing, acquiring and delivering content for the Company’s services; the Company’s ability to manage product quality and warranty costs effectively; shifts in the mix of products and services, or in the geographic, currency or channel mix; fluctuations in foreign exchange rates; and the introduction of new products or services, including new products or services with higher cost structures.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
neutral,0.9334878325462341,"As of September 26, 2020, the Company’s vendor non-trade receivables and prepayments related to long-term supply agreements were concentrated among a few individual vendors located primarily in Asia.",risk_7b5717ca-6222-48e6-801c-9ea28feeef86_2025.txt
