label,score,sentence,file
negative,0.9510248899459839,"Major public health issues, including pandemics such as the COVID-19 pandemic, have adversely affected, and could in the future adversely affect, the Company due to their impact on the global economy and demand for consumer products; the imposition of protective public safety measures, such as stringent employee travel restrictions and limitations on freight services and the movement of products between regions; and disruptions in the Company’s supply chain and sales and distribution channels, resulting in interruptions of the supply of current products and delays in production ramps of new products.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9495159387588501,"While the Company’s suppliers are required to maintain safe working environments and operations, an industrial accident could occur and could result in disruption to the Company’s business and harm to the Company’s reputation.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9475352168083191,"The Company could also experience a significant increase in payment card transaction costs or lose the ability to process payment cards if it fails to follow payment card industry data security standards, which would materially adversely affect the Company’s business, reputation, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9344720840454102,"In addition, consumer confidence and spending can be adversely affected in response to financial market volatility, negative financial news, conditions in the real estate and mortgage markets, declines in income or asset values, changes to fuel and other energy costs, labor and healthcare costs and other economic factors.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9288175106048584,These increased costs adversely impact the gross margin that the Company earns on its products.,risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9115093946456909,"Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business, present risks not originally contemplated and adversely affect the Company’s business, reputation, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9055007696151733,"Changing the Company’s operations in accordance with new or changed trade restrictions can be expensive, time-consuming, disruptive to the Company’s operations and distracting to management.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9051873087882996,"Compliance with these laws and regulations is onerous and expensive, increasing the cost of conducting the Company’s global operations.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9047622084617615,"Changes to laws and regulations can adversely affect the Company’s business by increasing the Company’s costs, limiting the Company’s ability to offer a product or service to customers, requiring changes to the Company’s supply chain and business practices or otherwise making the Company’s products and services less attractive to customers.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9030291438102722,"These attacks seek to compromise the confidentiality, integrity or availability of confidential information or disrupt normal business operations, and could, among other things, impair the Company’s ability to attract and retain customers for its products and services, impact the price of the Company’s stock, materially damage commercial relationships, and expose the Company to litigation or government investigations, which could result in penalties, fines or judgments against the Company.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9010108113288879,"The Company’s retail stores, as well as channel partner points of sale, have been temporarily closed at various times.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.9004014134407043,"Adverse macroeconomic conditions, including inflation, slower growth or recession, new or increased tariffs and other barriers to trade, changes to fiscal and monetary policy, tighter credit, higher interest rates, high unemployment and currency fluctuations can materially adversely affect demand for the Company’s products and services.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.8799087405204773,"Trade and other international disputes can result in tariffs, sanctions, and other measures that restrict international trade and can adversely affect the Company’s business.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.8778280019760132,"If the Company is unable to nurture and maintain its culture, it could adversely affect the Company’s ability to recruit and retain highly skilled employees and materially adversely affect the Company’s business, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.8647515773773193,"In addition, manufacturing or logistics in these locations or transit to final destinations can be disrupted for a variety of reasons, including natural and man-made disasters, information technology system failures, commercial disputes, military actions, economic, business, labor, environmental, public health or political issues, or international trade disputes.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.863714873790741,"Regardless of the merit of particular claims, defending against litigation or responding to government investigations can be expensive, time-consuming, disruptive to the Company’s operations and distracting to management.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.8223320245742798,"If the Company fails to adequately comply with these rules and requirements, or if health data is handled in a manner not permitted by law or under the Company’s agreements with healthcare institutions, the Company can be subject to litigation or government investigations, and can be liable for associated investigatory expenses, and can also incur significant fees or fines.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.8102564215660095,"Further, such an outcome can result in significant compensatory, punitive or trebled monetary damages, disgorgement of revenue or profits, remedial corporate measures or injunctive relief against the Company, and can require the Company to change its business practices and limit the Company’s ability to offer certain products and services, all of which could materially adversely affect the Company’s business, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.7949208617210388,"The COVID-19 pandemic and the measures taken by many countries in response have adversely affected and could in the future materially adversely impact the Company’s business, results of operations and financial condition, as well as the price of the Company’s stock.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.7922371625900269,"If the Company is unable to continue to develop and sell innovative new products with attractive margins or if competitors infringe on the Company’s intellectual property, the Company’s ability to maintain a competitive advantage could be adversely affected.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.767623245716095,"The failure of any significant investment could adversely affect the Company’s business, reputation, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.7433859705924988,The Company has at times required substantially all of its employees to work remotely.,risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.7272681593894958,"These and other economic factors can materially adversely affect the Company’s business, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.6634045839309692,"Additional future impacts on the Company may include, but are not limited to, material adverse effects on demand for the Company’s products and services, the Company’s supply chain and sales and distribution channels, the Company’s ability to execute its strategic plans, and the Company’s profitability and cost structure.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.6425532102584839,"Further, the Company has commercial relationships with other companies in the technology industry that are or may become subject to investigations and litigation that, if resolved against those other companies, could adversely affect the Company’s commercial relationships with those business partners and materially adversely affect the Company’s business, results of operations and financial condition.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.562483012676239,"In addition, because of technological changes in the industries in which the Company currently competes or in the future may compete, current extensive patent coverage and the rapid rate of issuance of new patents, the Company’s products and services may unknowingly infringe existing patents or intellectual property rights of others.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
negative,0.49718791246414185,"In many cases, as stores and points of sale have reopened, they are subject to operating restrictions to protect public health and the health and safety of employees and customers.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.8488889932632446,"The Company’s business, reputation, results of operations and financial condition, as well as the price of the Company’s stock, can be affected by a number of factors, whether currently known or unknown, including those described below.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.6053394079208374,"When any one or more of these risks materialize from time to time, the Company’s business, reputation, results of operations and financial condition, as well as the price of the Company’s stock, can be materially and adversely affected.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.5695083737373352,"This section should be read in conjunction with Part II, Item 7, “Management’s Discussion and Analysis of Financial Condition and Results of Operations” and the consolidated financial statements and accompanying notes in Part II, Item 8, “Financial Statements and Supplementary Data” of this Form 10-K. Risks Related to COVID-19 The Company’s business, results of operations and financial condition, as well as the price of the Company’s stock, have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.8078435659408569,"The extent to which the COVID-19 pandemic may impact the Company’s operational and financial performance remains uncertain and will depend on many factors outside the Company’s control, including the timing, extent, trajectory and duration of the pandemic, the emergence of new variants, the development, availability, distribution and effectiveness of vaccines and treatments, the imposition of protective public safety measures, and the impact of the pandemic on the global economy and demand for consumer products.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
positive,0.8630304932594299,"The Company has a large, global business, and the Company believes that it generally benefits from growth in international trade.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
positive,0.817372739315033,"Due to the highly volatile and competitive nature of the industries in which the Company competes, the Company must continually introduce new products, services and technologies, enhance existing products and services, effectively stimulate customer demand for new and upgraded products and services, and successfully manage the transition to these new and upgraded products and services.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.948960542678833,Substantially all of the Company’s manufacturing is performed in whole or in part by outsourcing partners located primarily in Asia.,risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.9435269832611084,"A significant concentration of this manufacturing is currently performed by a small number of outsourcing partners, often in single locations.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.48028504848480225,"Although arrangements with these partners may contain provisions for product defect expense reimbursement, the Company generally remains responsible to the consumer for warranty and out-of-warranty service in the event of product defects and experiences an unanticipated product defect liability from time to time.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
positive,0.7429092526435852,"These risks may increase as the Company’s products are introduced into specialized applications, including healthcare.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.8388180136680603,"New legislative initiatives, such as the proposed European Union (“EU”) Digital Markets Act, could, if enacted, require further changes.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
positive,0.8514589667320251,"The Company’s success depends largely on the continued service and availability of highly skilled employees, including key personnel.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
positive,0.7637691497802734,"Much of the Company’s future success depends on the continued availability and service of key personnel, including its Chief Executive Officer, executive team and other highly skilled employees.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.9212979078292847,"The Company distributes its products through cellular network carriers, wholesalers, retailers and resellers, many of whom distribute products from competing manufacturers.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.925930917263031,"The Company also sells its products and resells third-party products in most of its major markets directly to consumers, small and mid-sized businesses, and education, enterprise and government customers through its retail and online stores and its direct sales force.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.8529890179634094,"The Company’s global operations are subject to complex and changing laws and regulations on subjects, including antitrust; privacy, data security and data localization; consumer protection; advertising, sales, billing and e-commerce; product liability; intellectual property ownership and infringement; digital platforms; Internet, telecommunications, and mobile communications; media, television, film and digital content; availability of third-party software applications and services; labor and employment; anticorruption; import, export and trade; foreign exchange controls and cash repatriation restrictions; anti–money laundering; foreign ownership and investment; tax; and environmental, health and safety, including electronic waste, recycling, and climate change.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.8729442358016968,"New legislative initiatives, such as the proposed EU Digital Markets Act, could, if enacted, require further changes.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.9143109321594238,"Health data is subject to additional privacy, security and breach notification requirements, and the Company is subject to audit by governmental authorities regarding the Company’s compliance with these obligations.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
neutral,0.9280230402946472,"Financial data, such as payment card data, is also subject to additional requirements.",risk_42ede86f-6518-450f-bc88-60211bf39c6d_2025.txt
